,Player,Club,League,Age,Height_all,National,Positions,Main_position,Foot,Apps,Mins,Goals,Assists,Yel,Red,PS%,AerialsWon,MotM,Rating,Contract,Market_Value,SpG,TotGs,OOGBs,SYBGs,PAGs,TotSh,SYBSh,PASh,OOBSh,TotDrib,UnDrib,SucDrib,UnTch,Dispo,TotAD,WonAD,LostAD,TotTkl,DribPast,AttTkl,Intercpt,Fouled,Fouls,COF,Clr,BlkSh,BlkCr,BlkPs,TotSav,OOBSav,SYBSav,PASav,TotPs,AccLB,InAccLB,AccSP,InAccSP,TotKPs,LKPs,SKPs,TotAss,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss
191,Álex Muñoz,UD Las Palmas,Laliga,30 years old (30-07-1994),"1,87m",Spain,Defender (Left),Left-Back,left,16(3),1306.0,3,-,3,-,81.8,1.2,2,6.61,"Jun 30, 2026",€1.20m,0.4,0.2,-,0.2,-,0.4,0.1,0.1,0.3,0.4,0.4,0.1,0.4,0.1,2.3,1.2,1.1,1.9,0.9,2.8,0.8,0.6,1.4,0.1,3.1,0.6,0.4,0.8,-,-,-,-,30.4,0.8,1.7,24.1,3.8,0.4,-,0.4,-,-,-,-,-,-,-
192,Robert Navarro,RCD Mallorca,Laliga,23 years old (12-04-2002),"1,78m",Spain,"Attacking Midfielder (Left, Right)",Attacking Midfield,right,15(8),1286.0,1,-,3,-,80,0.2,-,6.61,"Jun 30, 2025",€6.00m,0.8,-,-,-,-,0.8,0.2,0.1,0.5,2.9,1.4,1.5,2,1.5,0.6,0.2,0.4,1.3,0.4,1.7,0.8,0.9,0.6,0.1,0.3,-,0.2,0.7,-,-,-,-,18.9,0.5,0.6,14.6,3.2,0.6,-,0.6,-,-,-,-,-,-,-
193,Daley Blind,Girona FC,Laliga,35 years old (09-03-1990),"1,80m",Netherlands,"Defender (Centre, Left), Defensive Midfielder (C), Midfielder (Left)",Centre-Back,left,26(3),2329.0,-,2,2,-,90.6,0.6,1,6.61,"Jun 30, 2026",€2.00m,0.2,-,-,-,-,0.2,0.1,-,0.1,0.8,0.4,0.4,0.4,0.3,1.3,0.6,0.7,1.4,0.4,1.8,0.8,0.4,0.6,-,2.5,0.3,0.2,0.7,-,-,-,-,74.1,4.5,2.7,62.7,4.3,0.6,0.1,0.4,0.1,-,-,-,-,-,-
194,Nicolas Pépé,Villarreal CF,Laliga,29 years old (29-05-1995),"1,83m",Ivory Coast,"Attacking Midfielder (Centre, Left, Right), Forward",Right Winger,left,11(12),1133.0,1,3,3,-,83,0.7,-,6.61,"Jun 30, 2026",€6.00m,1.4,-,-,-,-,1.4,0.4,-,1,2.1,1.3,0.9,1.8,0.6,1.3,0.7,0.6,0.5,0.3,0.8,0.2,0.7,0.7,0.3,0.3,-,-,0.4,-,-,-,-,20.2,0.5,0.2,16.3,3.2,0.9,-,0.9,0.1,-,-,-,-,-,0.1
195,Brahim Díaz,Real Madrid,Laliga,25 years old (03-08-1999),"1,70m",Morocco,"Attacking Midfielder (Centre, Left, Right), Forward",Right Winger,both,15(13),1275.0,4,2,-,-,88.5,0.1,-,6.61,"Jun 30, 2027",€45.00m,0.9,0.1,-,0.1,-,0.9,0.1,0.2,0.6,1.6,0.8,0.8,1.4,0.8,0.6,0.1,0.5,0.8,0.4,1.2,0.1,1.1,0.4,-,-,-,-,0.5,-,-,-,-,20.9,0.2,0.2,18.3,2.2,0.7,-,0.7,0.1,-,-,-,-,-,0.1
196,Viti Rozada,UD Las Palmas,Laliga,27 years old (16-09-1997),"1,72m",,Defender (Right),Right-Back,right,19(6),1665.0,-,2,5,-,84,0.6,-,6.61,"Jun 30, 2027",€2.50m,0.1,-,-,-,-,0.1,0.1,-,-,0.7,0.4,0.3,1,0.2,1.4,0.6,0.8,2.6,0.5,3.1,1,1.1,1,-,1.6,0.2,0.4,0.8,-,-,-,-,23,0.9,1.2,18.5,2.5,0.4,0.1,0.4,0.1,-,-,-,-,-,0.1
197,Javi Puado,RCD Espanyol Barcelona,Laliga,26 years old (25-05-1998),"1,77m",Spain,"Attacking Midfielder (Centre, Left, Right), Forward",Left Winger,right,30,2580.0,11,3,5,-,78.6,0.3,1,6.61,"Jun 30, 2025",€8.00m,2,0.4,0.1,0.2,-,2,0.8,0.1,1.1,1.9,1.2,0.7,2.1,0.9,1.1,0.3,0.9,0.6,0.2,0.8,0.1,0.8,0.6,0.2,0.5,0.1,-,0.3,-,-,-,-,18.1,0.6,0.6,13.6,3.3,0.7,-,0.7,0.1,-,-,0.1,-,-,-
198,Hugo Álvarez,Celta de Vigo,Laliga,21 years old (02-07-2003),"1,76m",Spain,"Midfielder (Left, Right)",Left Winger,right,15(8),1442.0,4,3,6,-,79,0.3,1,6.61,"Jun 30, 2028",€7.50m,1,0.2,-,0.1,-,1,0.2,-,0.8,2.9,1.7,1.2,1.3,0.5,0.6,0.3,0.3,1,0.3,1.3,0.3,0.6,1,0.1,0.7,-,0.4,0.7,-,-,-,-,34,0.7,1,26.2,6.1,0.7,-,0.7,0.1,-,-,-,-,-,0.1
199,Jasper Cillessen,UD Las Palmas,Laliga,36 years old (22-04-1989),"1,87m",Netherlands,Goalkeeper,Goalkeeper,right,27,2337.0,-,-,1,-,63.4,0.1,-,6.61,"Jun 30, 2026",€900k,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.2,0.1,0.1,-,0.1,0.1,-,0.2,-,-,0.6,-,-,-,3.3,0.1,2.2,1,31.7,5.5,11.6,14.6,0.1,-,-,-,-,-,-,-,-,-,-
200,Enzo Boyomo,CA Osasuna,Laliga,23 years old (07-10-2001),"1,84m",Cameroon,Defender (Centre),Centre-Back,right,3,270.0,-,-,-,-,91.6,1,-,6.61,"May 30, 2029",€20.00m,0.7,-,-,-,-,0.7,-,-,0.7,0.3,-,0.3,-,-,2.7,1,1.7,2,-,2,0.3,-,1,-,2,1,0.3,0.3,-,-,-,-,63.3,1,2.7,57,2.7,-,-,-,-,-,-,-,-,-,-
201,Tanguy Nianzou,Sevilla FC,Laliga,22 years old (07-06-2002),"1,91m",France,Defender (Centre),Centre-Back,right,6,519.0,-,-,1,1,90.8,3,-,6.61,"Jun 30, 2027",€3.00m,0.3,-,-,-,-,0.3,-,-,0.3,0.5,-,0.5,0.5,-,3.5,3,0.5,1.2,0.2,1.3,1.3,0.8,1.7,-,4.3,-,0.2,0.2,-,-,-,-,52.3,1,1.5,46.5,3.3,-,-,-,-,-,-,-,-,-,-
202,Álvaro García,Rayo Vallecano,Laliga,32 years old (27-10-1992),"1,67m",Spain,"Attacking Midfielder (Centre, Left)",Left Winger,both,24(7),2192.0,3,5,4,-,70.8,0.2,2,6.6,"Jun 30, 2028",€2.50m,1.8,0.1,-,0.1,-,1.8,0.5,0.1,1.3,0.8,0.5,0.3,1.6,0.4,0.7,0.2,0.5,1,0.5,1.5,1,0.6,0.5,0.4,1,-,0.3,1,-,-,-,-,20.8,0.7,1.2,14,4.9,1.4,-,1.4,0.2,-,-,-,-,-,0.2
203,Álex Remiro,Real Sociedad,Laliga,30 years old (24-03-1995),"1,91m",Spain,Goalkeeper,Goalkeeper,right,32,2880.0,-,-,-,-,70.4,0.3,1,6.6,"Jun 30, 2027",€25.00m,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.3,0.3,-,-,-,0.1,-,0.2,-,-,0.9,-,-,-,2.5,0.1,1.5,0.8,31.9,6.4,9.1,16.1,0.3,-,-,-,-,-,-,-,-,-,-
204,Diego López,Valencia CF,Laliga,22 years old (13-05-2002),"1,72m",,"Attacking Midfielder (Left, Right), Forward",Right Winger,right,30(3),2429.0,7,5,2,-,75.7,0.4,1,6.6,"Jun 30, 2027",€10.00m,1.2,0.2,0.1,0.1,-,1.2,0.3,0.2,0.7,2.2,1.5,0.7,1.7,0.7,1.9,0.4,1.5,0.8,0.9,1.7,0.4,0.9,0.5,0.4,0.3,-,-,0.7,-,-,-,-,21.9,0.6,0.2,16,5.1,1,-,0.9,0.2,-,-,-,-,-,0.1
205,Dário Essugo,UD Las Palmas,Laliga,20 years old (14-03-2005),"1,78m",Portugal,Defensive Midfielder (C),Defensive Midfield,right,21(1),1658.0,1,-,6,2,84.8,1.2,-,6.6,"Jun 30, 2025",€15.00m,1,-,-,-,-,1,0.7,-,0.2,0.7,0.2,0.5,1.5,0.9,2.5,1.2,1.3,2.4,0.7,3.1,1.9,1.3,1.4,-,1.7,0.4,0.2,0.7,-,-,-,-,36.6,1.6,1.4,29.4,4.1,0.5,-,0.5,-,-,-,-,-,-,-
206,Yvan Neyou,CD Leganés,Laliga,28 years old (03-01-1997),"1,80m",Cameroon,Defensive Midfielder (C),Defensive Midfield,right,25(2),2170.0,1,1,13,-,87,0.9,1,6.6,"Jun 30, 2025",€2.50m,0.5,-,-,-,-,0.5,0.4,-,0.1,1.4,0.7,0.7,1,0.8,1.6,0.9,0.7,2,0.8,2.7,0.9,1.8,1.2,-,1.3,0.2,0.1,1,-,-,-,-,36.9,1.5,1,30.6,3.8,0.4,-,0.4,-,-,-,-,-,-,-
207,Igor Zubeldia,Real Sociedad,Laliga,28 years old (30-03-1997),"1,81m",Spain,"Defender (Centre), Defensive Midfielder (C)",Centre-Back,right,25,2049.0,-,-,6,1,85.8,2.4,2,6.6,"Jun 30, 2029",€18.00m,0.4,-,-,-,-,0.4,0.1,-,0.3,0.1,-,0.1,0.3,-,5.7,2.4,3.3,1.3,0.4,1.7,1,0.4,1.4,-,3.6,0.7,0.1,0.5,-,-,-,-,52.2,2.4,4,42.4,3.4,0.2,-,0.1,-,-,-,-,-,-,-
208,Álvaro Rodríguez,Getafe CF,Laliga,20 years old (14-07-2004),"1,93m",,Forward,Centre-Forward,left,5(14),704.0,2,-,5,-,51.4,4.3,1,6.6,"Jun 30, 2025",€2.50m,1.2,0.1,-,0.1,-,1.2,0.3,-,0.9,1.6,0.8,0.7,1.7,0.9,8.1,4.3,3.8,0.5,0.2,0.7,0.2,0.9,1.4,0.3,0.6,-,-,1.1,-,-,-,-,9.7,-,0.3,5,4.5,0.2,-,0.2,-,-,-,-,-,-,-
209,Juan Soriano,CD Leganés,Laliga,27 years old (23-08-1997),"1,85m",Spain,Goalkeeper,Goalkeeper,right,7,541.0,-,-,1,1,47.3,-,-,6.6,"Jun 30, 2027",€1.20m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.1,-,0.4,-,-,0.6,-,-,-,2.7,-,2.3,0.4,23.6,5.1,12.4,6,-,-,-,-,-,-,-,-,-,-,-
210,Selvi Clua,Almeria,Laliga,20 years old (29-01-2005),189cm,Spain,Midfielder,,,2(2),163.0,-,-,-,-,80.6,1.5,-,6.6,,,0.5,-,-,-,-,0.5,0.5,-,-,1,0.5,0.5,0.3,-,2.3,1.5,0.8,2,0.5,2.5,0.5,-,1.3,-,1.5,-,-,0.3,-,-,-,-,23.3,1,1.3,17.8,3.3,0.3,-,0.3,-,-,-,-,-,-,-
211,Yarek Gasiorowski,Valencia CF,Laliga,20 years old (12-01-2005),"1,92m",,"Defender (Centre, Left)",Centre-Back,left,9(5),940.0,-,-,1,-,81.5,1.7,-,6.6,"Jun 30, 2027",€12.00m,0.2,-,-,-,-,0.2,-,0.1,0.1,-,-,-,0.1,-,2.6,1.7,0.9,1.4,0.3,1.7,1.8,0.1,0.4,-,3.6,0.4,0.2,0.8,-,-,-,-,32.9,2.1,2.7,24.6,3.4,0.2,0.1,0.1,-,-,-,-,-,-,-
212,Ladislav Krejcí,Girona FC,Laliga,26 years old (20-04-1999),"1,91m",Czech Republic,Defender (Centre),Centre-Back,left,24(1),2080.0,2,-,9,-,90.5,2.1,-,6.59,"Jun 30, 2029",€12.00m,0.6,0.1,-,-,-,0.6,0.2,0.2,0.3,0.4,0.2,0.2,0.6,0.3,3,2.1,0.9,0.8,0.5,1.3,1.2,0.6,0.9,-,3.2,0.8,0.1,0.2,-,-,-,-,74.4,2.5,3.1,64.8,4,0.2,-,0.2,-,-,-,-,-,-,-
213,Jonathan Bamba,Chicago Fire FC,Laliga,29 years old (26-03-1996),175cm,Ivory Coast,"Attacking Midfielder (Centre, Left, Right), Forward",,,10(2),815.0,-,1,1,-,82.8,0.5,-,6.59,,,1.1,-,-,-,-,1.1,0.5,-,0.6,3.2,1.9,1.3,1.7,1.1,1.3,0.5,0.8,1,0.6,1.6,0.4,1.4,0.6,0.3,0.4,-,0.1,0.5,-,-,-,-,27.1,0.5,0.5,21.9,4.2,1,0.1,0.9,0.1,0.1,-,-,-,-,-
214,Mouctar Diakhaby,Valencia CF,Laliga,28 years old (19-12-1996),"1,92m",Guinea,"Defender (Centre), Defensive Midfielder (C)",Centre-Back,right,3(5),274.0,2,-,-,-,78.7,0.9,-,6.59,"Jun 30, 2027",€2.00m,0.9,0.3,0.1,0.1,-,0.9,-,0.3,0.6,0.1,-,0.1,0.3,0.1,1.1,0.9,0.3,0.6,0.1,0.8,0.4,0.1,0.3,-,2.4,0.4,0.3,0.1,-,-,-,-,11.8,1,1.5,8.3,1,0.1,-,0.1,-,-,-,-,-,-,-
215,Isi Palazón,Rayo Vallecano,Laliga,30 years old (27-12-1994),"1,69m",Spain,"Attacking Midfielder (Centre, Right), Forward",Second Striker,left,20(10),1720.0,3,3,4,-,83.5,0.4,1,6.59,"Jun 30, 2028",€4.00m,1.5,0.1,0.1,-,-,1.5,1,0.1,0.4,1.9,1.2,0.7,1.1,1.2,1.4,0.4,1,0.7,0.7,1.5,0.3,1.3,1.2,0.1,0.4,-,-,0.6,-,-,-,-,23.7,1,0.6,18.8,3.3,1.1,0.3,0.8,0.1,0.1,0.1,-,-,-,-
216,Nahuel Molina,Atlético de Madrid,Laliga,27 years old (06-04-1998),"1,75m",Argentina,"Defender (Right), Midfielder (Right)",Right-Back,right,16(9),1422.0,-,3,-,-,82.4,0.4,-,6.58,"Jun 30, 2027",€25.00m,0.3,-,-,-,-,0.3,0.2,-,0.2,1.1,0.6,0.6,0.8,0.1,0.8,0.4,0.5,1.6,0.9,2.5,0.4,0.2,0.4,-,1.5,0.1,0.3,0.5,-,-,-,-,34.5,1,1.4,27.4,4.7,0.5,0.1,0.4,0.1,0.1,-,-,-,-,-
217,Natan,Real Betis Balompié,Laliga,24 years old (06-02-2001),"1,88m",Brazil,"Defender (Centre, Left)",Centre-Back,left,18(8),1722.0,1,1,3,1,88.5,2,-,6.58,"Jun 30, 2025",€9.00m,0.3,-,-,-,-,0.3,-,-,0.3,-,-,-,0.4,0.3,3,2,1,1.2,0.1,1.3,0.8,0.4,0.5,-,3.7,0.5,-,0.3,-,-,-,-,37.9,1.7,2,31.8,2.4,0.2,0.1,0.1,-,-,-,-,-,-,-
218,Aritz Arambarri,Eibar,Laliga,27 years old (31-01-1998),186cm,Spain,Defender,,,2,178.0,-,-,-,-,73.1,3,-,6.58,,,0.5,-,-,-,-,0.5,-,-,0.5,-,-,-,0.5,-,7,3,4,0.5,-,0.5,1.5,-,-,-,4,1,-,-,-,-,-,-,33.5,0.5,7,24,2,-,-,-,-,-,-,-,-,-,-
219,Coba da Costa,Getafe CF,Laliga,22 years old (26-07-2002),"1,82m",,Midfielder (Left),Left Winger,right,11(5),894.0,1,1,4,-,69.1,1.1,-,6.58,"Jun 30, 2026",€3.00m,1.3,0.1,0.1,-,-,1.3,0.4,0.1,0.8,3,2,1,1.6,1.2,2.1,1.1,1.1,1.7,0.8,2.4,0.4,0.6,0.5,-,0.4,-,-,1.3,-,-,-,-,13.8,0.3,0.5,9.3,3.8,0.6,0.1,0.5,0.1,-,-,-,-,-,0.1
220,Matija Nastasic,CD Leganés,Laliga,32 years old (28-03-1993),"1,87m",Serbia,Defender (Centre),Centre-Back,left,23(2),2035.0,1,-,3,-,82.7,1.4,1,6.58,"Jun 30, 2026",€1.00m,0.1,-,-,-,-,0.1,-,-,0.1,-,-,-,0.2,-,2.1,1.4,0.7,1,0.3,1.3,0.8,0.2,0.6,0.1,6.2,1.2,-,0.4,-,-,-,-,33.1,2,3.5,25.4,2.2,0.1,-,0.1,-,-,-,-,-,-,-
221,Pablo Fornals,Real Betis Balompié,Laliga,29 years old (22-02-1996),"1,78m",Spain,"Midfielder (Centre, Left, Right)",Attacking Midfield,right,19(3),1548.0,1,-,2,-,82.5,0.9,-,6.58,"Jun 30, 2029",€6.00m,0.9,-,-,-,-,0.9,0.4,-,0.5,1,0.8,0.2,0.9,0.5,1.6,0.9,0.8,0.7,0.8,1.5,0.9,0.5,0.5,0.1,0.5,-,0.1,0.8,-,-,-,-,39.1,1.7,0.9,30.5,6,1.5,0.4,1.2,-,-,-,-,-,-,-
222,Ricardo Rodríguez,Real Betis Balompié,Laliga,32 years old (25-08-1992),"1,82m",Switzerland,"Defender (Centre, Left), Midfielder (Left)",Left-Back,left,12(3),1024.0,-,-,-,-,83.9,1.4,-,6.57,"Jun 30, 2026",€2.50m,0.3,-,-,-,-,0.3,0.3,-,-,0.3,0.1,0.2,0.2,0.1,2.4,1.4,1,1.7,0.5,2.2,0.4,0.3,0.7,-,2.3,0.1,0.1,0.5,-,-,-,-,33.1,0.6,1.5,27.2,3.9,0.3,0.1,0.3,-,-,-,-,-,-,-
223,Yáser Asprilla,Girona FC,Laliga,21 years old (19-11-2003),"1,76m",Colombia,"Attacking Midfielder (Centre, Left, Right), Forward",Right Winger,left,12(10),1122.0,3,-,2,-,80.2,0.2,1,6.57,"Jun 30, 2030",€18.00m,1.5,0.1,-,-,0.1,1.5,0.9,-,0.6,2.5,1.4,1.2,1.6,0.6,0.2,0.2,-,0.6,0.4,1,0.2,0.9,0.5,-,0.1,-,-,0.5,-,-,-,-,20.9,1.1,0.6,15.6,3.5,0.9,0.3,0.6,-,-,-,-,-,-,-
224,Rui Silva,Sporting CP,Laliga,31 years old (07-02-1994),191cm,Portugal,Goalkeeper,,,15,1350.0,-,-,1,-,75.7,0.1,-,6.57,,,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.1,0.1,-,-,0.1,0.1,-,0.1,0.1,-,0.5,-,-,0.1,2.5,0.3,1.4,0.7,30.1,3.8,7.1,19,0.2,0.1,0.1,-,-,-,-,-,-,-,-
225,Adnan Januzaj,UD Las Palmas,Laliga,30 years old (05-02-1995),"1,86m",Belgium,"Attacking Midfielder (Centre, Left, Right)",Right Winger,left,3(10),376.0,2,1,4,-,81.3,0.1,1,6.56,"Jun 30, 2025",€1.20m,0.9,0.2,-,0.1,0.1,0.9,0.7,-,0.2,1.8,1.2,0.6,1.5,0.3,0.7,0.1,0.6,0.5,0.2,0.7,-,0.9,0.2,-,0.1,-,0.1,0.3,-,-,-,-,13.2,0.9,0.5,9.8,1.9,0.8,0.3,0.5,0.1,-,-,0.1,-,-,-
226,Fermín López,FC Barcelona,Laliga,21 years old (11-05-2003),"1,74m",Spain,"Attacking Midfielder (Centre, Left)",Attacking Midfield,right,9(14),939.0,3,4,3,1,86.2,0.3,1,6.56,"Jun 30, 2029",€50.00m,1.3,0.1,-,0.1,-,1.3,0.6,0.1,0.7,2,1,1,1.3,0.6,1.2,0.3,0.8,0.8,0.8,1.6,0.2,0.7,0.8,0.2,0.1,-,-,0.3,-,-,-,-,20.4,0.9,0.3,16.7,2.5,0.8,0.1,0.7,0.2,-,-,-,-,-,0.2
227,Stefan Bajcetic,UD Las Palmas,Laliga,20 years old (22-10-2004),"1,85m",Spain,Defensive Midfielder (C),Defensive Midfield,right,9(2),766.0,1,-,3,-,73,0.9,-,6.56,"Jun 30, 2025",€9.00m,0.3,0.1,-,0.1,-,0.3,0.2,-,0.1,1.5,0.8,0.7,1.5,0.4,1.7,0.9,0.8,2.3,1.3,3.5,1.1,0.9,1.5,-,2.1,0.4,-,1.6,-,-,-,-,30.3,2.4,3.6,19.7,4.5,0.5,0.2,0.4,-,-,-,-,-,-,-
228,Renato Tapia,CD Leganés,Laliga,29 years old (28-07-1995),"1,85m",Peru,"Defender (Centre), Defensive Midfielder (C)",Defensive Midfield,right,23(6),2008.0,1,-,6,-,78.5,0.8,-,6.56,"Jun 30, 2026",€3.50m,0.3,-,-,-,-,0.3,0.2,-,0.1,1,0.5,0.6,0.9,0.4,1.5,0.8,0.7,1.8,0.7,2.4,0.8,1.1,1.1,-,2.2,0.7,0.2,1,-,-,-,-,28.3,1.7,2.7,20.6,3.4,0.2,-,0.1,-,-,-,-,-,-,-
229,Dominik Greif,RCD Mallorca,Laliga,28 years old (06-04-1997),"1,97m",Slovakia,Goalkeeper,Goalkeeper,right,27,2430.0,-,-,1,-,65.8,0.3,-,6.56,"Jun 30, 2026",€6.00m,-,-,-,-,-,-,-,-,-,0.1,-,0.1,-,-,0.4,0.3,0.1,-,-,-,-,0.1,-,-,0.7,-,-,-,2.3,0.1,1.5,0.7,29.7,7.3,10.1,12.2,-,-,-,-,-,-,-,-,-,-,-
230,Hugo Duro,Valencia CF,Laliga,25 years old (10-11-1999),"1,77m",Spain,"Attacking Midfielder (Left), Forward",Centre-Forward,left,22(4),1895.0,8,2,3,-,71.3,2.2,1,6.56,"Jun 30, 2028",€10.00m,1.7,0.3,0.1,0.2,-,1.7,0.1,0.2,1.4,0.8,0.5,0.3,2,1.2,5.9,2.2,3.7,0.5,0.3,0.7,0.4,1.6,1.2,0.3,0.3,0.1,-,0.3,-,-,-,-,14.1,0.2,0.3,9.9,3.8,0.5,-,0.5,0.1,-,-,-,-,-,0.1
231,Javi Muñoz,UD Las Palmas,Laliga,30 years old (28-02-1995),"1,77m",Spain,Midfielder (Centre),Central Midfield,right,26(6),2421.0,1,3,5,-,80.1,0.4,1,6.55,"Jun 30, 2025",€2.50m,0.7,-,-,-,-,0.7,0.4,-,0.3,1.1,0.4,0.7,0.8,0.4,1.2,0.4,0.8,1.3,0.9,2.2,0.9,0.8,0.8,0.1,0.9,0.1,0.2,0.6,-,-,-,-,32,1.8,1.9,23.9,4.5,0.9,0.3,0.7,0.1,-,-,-,-,-,-
232,Jon Moncayola,CA Osasuna,Laliga,26 years old (13-05-1998),"1,82m",Spain,"Defender (Right), Midfielder (Centre, Right)",Central Midfield,right,26(4),2077.0,-,-,8,-,80.3,0.5,-,6.55,"Jun 30, 2031",€7.00m,0.7,-,-,-,-,0.7,0.2,-,0.5,0.4,0.3,0.1,0.8,0.3,1.1,0.5,0.6,2.3,1,3.2,0.4,0.3,1.1,-,0.6,0.1,-,1,-,-,-,-,28.5,1.7,1.8,21.2,3.8,1,0.4,0.6,-,-,-,-,-,-,-
233,Alex Král,RCD Espanyol Barcelona,Laliga,26 years old (19-05-1998),"1,86m",Czech Republic,Midfielder (Centre),Central Midfield,right,28(5),2584.0,-,1,1,-,74.7,1.1,-,6.55,"Jun 30, 2025",€6.00m,0.6,-,-,-,-,0.6,0.2,-,0.4,1.6,0.8,0.8,1.5,0.9,2,1.1,0.9,1.6,0.4,2,0.8,0.7,0.8,-,1.3,0.4,0.1,0.6,-,-,-,-,23,1.1,1.2,16.1,4.7,0.4,0.1,0.3,-,-,-,-,-,-,-
234,Manu Morlanes,RCD Mallorca,Laliga,26 years old (12-01-1999),"1,78m",Spain,Defensive Midfielder (C),Central Midfield,right,15(6),1304.0,-,-,6,-,90,0.5,-,6.55,"Jun 30, 2028",€2.50m,0.5,-,-,-,-,0.5,0.4,-,0.1,0.4,0.2,0.1,0.4,0.5,1.3,0.5,0.8,2.1,0.6,2.7,1.1,0.6,0.7,-,0.8,0.3,-,0.5,-,-,-,-,31.1,1.1,0.8,26.9,2.3,0.5,-,0.5,-,-,-,-,-,-,-
235,Hamari Traoré,Real Sociedad,Laliga,33 years old (27-01-1992),"1,75m",Mali,"Defender (Right), Midfielder (Right)",Right-Back,right,6(2),506.0,-,1,1,-,87.3,0.6,-,6.55,"Jun 30, 2026",€3.00m,0.1,-,-,-,-,0.1,-,-,0.1,0.5,0.3,0.3,0.5,0.1,1.8,0.6,1.1,1.8,0.6,2.4,0.8,0.4,1,-,2,0.1,-,0.4,-,-,-,-,34.4,1.5,1.1,28.5,3.3,0.3,-,0.3,0.1,-,-,-,-,-,0.1
236,Pep Chavarría,Rayo Vallecano,Laliga,27 years old (10-04-1998),"1,74m",Spain,"Defender (Left), Midfielder (Left)",Left-Back,left,24(5),2196.0,-,1,3,-,83.4,0.7,-,6.55,"Jun 30, 2027",€3.50m,0.3,-,-,-,-,0.3,0.1,0.1,0.1,1,0.7,0.3,1.2,0.2,1.5,0.7,0.8,1.3,0.5,1.8,0.9,0.8,0.8,0.1,2.7,0.3,0.5,0.8,-,-,-,-,35.4,1.3,2,28.2,3.9,0.7,-,0.6,-,-,-,-,-,-,-
237,Aitor Paredes,Athletic Bilbao,Laliga,25 years old (29-04-2000),"1,85m",Spain,Defender (Centre),Centre-Back,right,18(2),1545.0,3,-,2,1,84.7,1.4,1,6.55,"Jun 30, 2029",€22.00m,0.3,0.2,0.2,-,-,0.3,-,0.3,-,0.1,0.1,-,0.4,0.1,2.7,1.4,1.3,0.6,0.4,0.9,1.1,0.3,0.9,-,5.2,0.5,0.1,0.5,-,-,-,-,41.4,3.3,3.9,31.8,2.5,0.1,-,0.1,-,-,-,-,-,-,-
238,Iñaki Peña,FC Barcelona,Laliga,26 years old (02-03-1999),"1,84m",Spain,Goalkeeper,Goalkeeper,right,14(1),1304.0,-,-,1,-,87,0.1,-,6.54,"Jun 30, 2026",€10.00m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,-,-,0.1,0.1,-,-,-,-,1.7,-,-,-,2.3,-,1.5,0.8,34.3,2.7,4.4,27.1,0.1,-,-,-,-,-,-,-,-,-,-
239,Oliver McBurnie,UD Las Palmas,Laliga,28 years old (04-06-1996),"1,88m",Scotland,"Attacking Midfielder (Centre, Left), Forward",Centre-Forward,right,16(13),1478.0,2,6,1,-,66.7,2.5,-,6.54,"Jun 30, 2027",€2.50m,0.9,0.1,-,-,-,0.9,-,0.1,0.8,0.9,0.5,0.4,1.1,0.7,4.9,2.5,2.4,0.4,0.2,0.6,0.1,0.6,0.9,0.2,0.7,0.2,-,0.3,-,-,-,-,12.6,0.1,0.1,8.3,4.1,0.8,-,0.8,0.2,-,-,-,-,-,0.2
240,André Almeida,Valencia CF,Laliga,24 years old (30-05-2000),"1,76m",Portugal,"Midfielder (Centre, Left), Forward",Attacking Midfield,right,21(9),1742.0,-,3,2,-,89.5,0.1,-,6.54,"Jun 30, 2028",€8.00m,0.5,-,-,-,-,0.5,0.3,-,0.2,1.7,1,0.7,1.1,1.2,0.6,0.1,0.5,1.5,0.6,2.1,0.3,1,0.8,0.1,0.4,-,0.1,0.5,-,-,-,-,24.7,0.9,0.4,21.2,2.2,1.2,0.3,0.9,0.1,-,-,-,-,-,0.1
241,Iván Villar,Celta de Vigo,Laliga,27 years old (09-07-1997),"1,86m",Spain,Goalkeeper,Goalkeeper,right,4,360.0,-,-,-,-,78.4,0.3,-,6.54,"Jun 30, 2027",€900k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.3,0.3,-,-,-,-,-,-,-,1.3,-,-,-,2.8,-,2,0.8,25.5,1.3,5,18.8,0.5,-,-,-,-,-,-,-,-,-,-
242,Copete,RCD Mallorca,Laliga,25 years old (10-10-1999),"1,90m",,Defender (Centre),Centre-Back,left,14(9),1373.0,-,-,6,-,83.3,1.2,2,6.54,"Jun 30, 2026",€2.80m,0.3,-,-,-,-,0.3,-,-,0.2,0.2,-,0.2,0.3,0.1,1.8,1.2,0.6,1.1,-,1.2,0.7,0.5,1.1,-,4.8,0.7,0.1,0.3,-,-,-,-,29.4,2,2.3,22.5,2.6,-,-,-,-,-,-,-,-,-,-
