,Name,Club,Age,Height,National,Positions,Total_Aerial,Won_Aerial,Lost_Aerial,Cross_Assists,Corner_Assists,Throughball_Assists,Freekick_Assists,Throwin_Assists,Other_Assists,Total_Assists,ShotsBlocked_Blocks,CrossesBlocked_Blocks,PassesBlocked_Blocks,Yellow_Cards,Red_Cards,Total_Clearances,Unsuccessful_Dribbles,Successful_Dribbles,Total Dribbles_Dribbles,Fouled_Fouls,Fouls_Fouls,Total_Goals,SixYardBox_Goals,PenaltyArea_Goals,OutOfBox_Goals,Total_Interception,Total_Key passes,Long_Key passes,Short_Key passes,CaughtOffside_Offsides,Total_Passes,AccLB_Passes,InAccLB_Passes,AccSP_Passes,InAccSP_Passes,UnsuccessfulTouches_Possession loss,Dispossessed_Possession loss,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,OutOfBox_Shots,SixYardBox_Shots,PenaltyArea_Shots,TotalTackles_Tackles,DribbledPast_Tackles,TotalAttemptedTackles_Tackles,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
260,Álex Moreno,Nottingham Forest,31 years old (08-06-1993),179cm,Spain,"Defender (Left), Midfielder (Left)",0.9,0.2,0.7,-,-,-,-,-,0.1,0.1,0.3,0.3,0.4,0.1,-,2.5,0.9,0.5,1.4,0.4,0.8,-,-,-,-,1,0.5,-,0.5,-,21.3,0.4,1.1,16.2,3.7,0.9,0.4,-,-,-,-,0.4,0.3,-,0.1,1.7,1.6,3.3,Álex Moreno,11(4),960,-,1,2,-,0.4,77.8,0.2,-,6.53
261,Mads Hermansen,Leicester,24 years old (11-07-2000),187cm,Denmark,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,34.5,5.5,14.2,14.1,0.7,-,-,3.6,0.6,2.2,0.9,-,-,-,-,-,-,-,Mads Hermansen,25,2206,-,-,1,-,-,56.8,0.2,-,6.52
262,Carlos Alcaraz,Everton,22 years old (30-11-2002),176cm,,"Midfielder (Centre, Left), Forward",1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,1,-,-,-,-,1,1,-,1,-,11,1,-,10,-,-,-,-,-,-,-,1,-,-,1,-,-,-,Carlos Alcaraz,0(1),9,-,-,-,-,1,100,1,-,6.52
263,Fraser Forster,Tottenham,37 years old (17-03-1988),201cm,England,Goalkeeper,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,23.9,2.1,3.3,17.6,0.9,0.1,-,3.9,0.4,2.4,1,-,-,-,-,-,0.1,0.1,Fraser Forster,7,630,-,-,-,-,-,82.6,0.1,-,6.52
264,Darwin Núñez,Liverpool,25 years old (24-06-1999),187cm,Uruguay,"Attacking Midfielder (Centre, Left), Forward",1.8,0.6,1.2,-,-,-,-,-,0.1,0.1,-,-,0.2,0.3,-,0.4,0.5,0.3,0.8,0.6,1,0.2,-,0.2,-,0.1,0.4,-,0.4,0.4,8,0.4,0.2,5.3,2.2,0.8,0.7,-,-,-,-,1.2,0.2,0.1,0.9,0.7,0.4,1.1,Darwin Núñez,8(17),1005,5,2,8,-,1.2,71,0.6,-,6.52
266,Vitaly Janelt,Brentford,26 years old (10-05-1998),184cm,Germany,"Defender (Left), Defensive Midfielder (C)",1,0.6,0.4,-,-,-,-,-,0.1,0.1,0.3,0.2,0.8,0.1,-,1.5,0.3,0.1,0.4,0.5,0.8,-,-,-,-,0.9,0.5,0.1,0.4,-,32.6,1.5,1.9,26,3.1,0.5,0.3,-,-,-,-,0.5,0.2,-,0.3,1.2,0.5,1.7,Vitaly Janelt,27(4),2264,1,3,3,-,0.5,84.5,0.6,-,6.52
267,Alphonse Areola,West Ham,32 years old (27-02-1993),195cm,France,Goalkeeper,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.3,6.5,10.5,15.5,0.8,-,-,2.8,0.2,1.7,1,-,-,-,-,0.1,-,0.1,Alphonse Areola,20(1),1810,-,-,-,-,-,66.1,0.1,-,6.51
268,Abdoulaye Doucouré,Everton,32 years old (01-01-1993),184cm,Mali,Midfielder (Centre),2.4,1,1.4,-,-,-,-,-,-,-,0.2,-,0.8,0.1,-,0.6,0.6,0.6,1.3,0.2,1.6,0.1,-,0.1,-,0.3,0.9,-,0.9,0.3,27.6,0.7,0.5,22,4.4,1.1,1.1,-,-,-,-,0.9,0.1,-,0.8,1.5,0.8,2.3,Abdoulaye Doucouré,27(1),2257,3,1,3,1,0.9,82.4,1,-,6.51
269,Jack Hinshelwood,Brighton,20 years old (11-04-2005),181cm,England,"Defender (Left, Right), Defensive Midfielder (C)",1.5,0.9,0.6,-,-,-,-,-,-,-,0.2,-,0.2,0.2,-,1.7,0.4,0.1,0.5,0.3,0.7,0.1,-,0.1,-,0.7,0.6,0.2,0.4,-,37.4,1.6,1.6,30.4,3.9,0.8,0.1,-,-,-,-,0.6,0.1,-,0.6,1.2,0.7,1.8,Jack Hinshelwood,18(2),1511,2,-,4,-,0.6,85.3,0.9,1,6.51
270,Calvin Bassey,Fulham,25 years old (31-12-1999),185cm,Nigeria,"Defender (Centre, Left)",2.3,1.3,1,-,-,-,-,-,-,-,0.6,0.1,0.7,0.2,-,3,0.5,0.4,0.9,1,0.7,-,-,-,-,0.5,0.1,-,0.1,0.1,60.6,2.4,2.8,52,3.4,0.9,0.2,-,-,-,-,0.4,0.1,0.1,0.2,1.6,0.2,1.8,Calvin Bassey,29(1),2624,1,-,5,-,0.4,89.8,1.3,-,6.51
271,Kobbie Mainoo,Manchester United,19 years old (19-04-2005),175cm,England,Midfielder (Centre),2.2,0.8,1.3,-,-,-,-,-,-,-,0.1,0.1,0.7,0.3,-,0.2,1.1,1.1,2.2,1,1.3,-,-,-,-,0.9,0.7,-,0.7,0.1,35.2,1,0.5,29.7,4.1,1.3,1.6,-,-,-,-,0.5,0.3,-,0.3,1.9,0.7,2.6,Kobbie Mainoo,15(4),1299,-,-,5,-,0.5,87.1,0.8,1,6.51
272,Alejandro Garnacho,Manchester United,20 years old (01-07-2004),180cm,Argentina,"Attacking Midfielder (Centre, Left, Right)",0.8,0.1,0.7,-,-,-,-,-,-,-,-,-,0.5,0.1,-,0.3,1.7,0.7,2.5,1.2,0.3,0.2,-,0.1,-,0.3,0.8,-,0.8,0.3,20.1,0.5,0.3,16.3,3,1.6,1.3,-,-,-,-,2.3,0.6,0.1,1.6,0.9,0.6,1.5,Alejandro Garnacho,20(11),1875,5,1,2,-,2.3,83.6,0.1,1,6.5
273,Jean-Ricner Bellegarde,Wolves,26 years old (27-06-1998),170cm,France,"Midfielder (Centre, Left, Right)",0.9,0.3,0.6,0.1,-,-,-,-,0.1,0.2,0.1,-,0.5,0.1,-,0.5,1.5,0.4,1.9,1.3,1,0.1,-,-,-,0.3,0.9,-,0.8,-,15.5,0.5,0.4,12.5,2.1,1.2,0.8,-,-,-,-,0.7,0.4,-,0.3,1.1,0.2,1.3,Jean-Ricner Bellegarde,18(12),1489,2,6,3,-,0.7,83.7,0.3,1,6.5
274,Paul Onuachu,Southampton,30 years old (28-05-1994),201cm,Nigeria,Forward,6.2,3.8,2.4,-,-,-,-,-,-,-,-,-,0.2,0.1,-,0.7,0.8,0.3,1.1,0.6,1.2,0.2,0.1,-,-,-,0.4,-,0.4,0.4,10.6,0.3,0.3,6.3,3.8,2,1.5,-,-,-,-,1.4,-,0.4,1,0.3,0.2,0.5,Paul Onuachu,10(12),911,4,1,3,-,1.4,61.8,3.8,1,6.5
275,Lucas Bergvall,Tottenham,19 years old (02-02-2006),187cm,Sweden,Defensive Midfielder (C),0.6,0.3,0.3,-,-,-,-,-,-,-,0.3,-,0.4,0.1,-,0.8,0.9,0.8,1.8,0.5,0.8,-,-,-,-,0.9,0.4,0.1,0.3,-,26,1.1,0.5,22.2,2.2,0.8,0.7,-,-,-,-,0.5,0.2,-,0.3,1.4,0.5,2,Lucas Bergvall,10(15),1107,-,1,3,-,0.5,89.4,0.3,-,6.5
276,Nathan Aké,Manchester City,30 years old (18-02-1995),180cm,Netherlands,"Defender (Centre, Left), Defensive Midfielder (C)",2.3,1.3,1,-,-,-,-,-,-,-,0.2,-,0.5,-,-,2.2,-,0.1,0.1,-,0.2,-,-,-,-,0.3,0.1,-,0.1,-,53.2,1.2,1.4,49,1.6,0.4,0.3,-,-,-,-,0.3,-,0.1,0.2,0.9,0.2,1.1,Nathan Aké,8(2),683,-,-,-,-,0.3,94.4,1.3,-,6.5
277,John McGinn,Aston Villa,30 years old (18-10-1994),178cm,Scotland,"Midfielder (Centre, Left, Right)",0.8,0.5,0.3,-,-,-,-,-,0.1,0.1,-,-,0.5,0.3,-,0.4,0.9,0.6,1.5,2.1,1.5,-,-,-,-,0.4,0.9,0.3,0.7,0.1,24.5,1,0.6,20.5,2.5,1.1,0.9,-,-,-,-,0.9,0.3,0.1,0.5,1,0.4,1.4,John McGinn,23(5),1898,1,3,7,-,0.9,87.6,0.5,-,6.49
278,Omari Hutchinson,Ipswich,21 years old (30-10-2003),174cm,England,"Attacking Midfielder (Centre, Left, Right)",1.1,0.3,0.8,-,-,-,-,-,-,0.1,-,0.3,0.9,0.2,-,0.2,2.6,1.7,4.2,1.3,1,0.1,-,0.1,-,0.4,0.9,0.1,0.8,0.1,25,0.5,0.6,20.4,3.4,2.5,2,-,-,-,-,1.3,0.7,-,0.6,1.1,1.2,2.3,Omari Hutchinson,26(1),2234,3,2,5,-,1.3,83.8,0.3,1,6.49
279,Mathys Tel,Tottenham,19 years old (27-04-2005),183cm,France,"Attacking Midfielder (Left), Forward",0.4,0.1,0.3,-,-,-,-,-,-,-,-,-,0.4,-,-,0.1,2.1,0.6,2.7,0.6,0.7,0.3,-,0.3,-,-,0.6,-,0.6,-,14.6,0.6,0.1,11.3,2.6,1.4,1,-,-,-,-,1.9,0.4,-,1.4,0.4,0.7,1.1,Mathys Tel,5(2),402,2,-,-,-,1.9,81.4,0.1,-,6.49
280,Niclas Füllkrug,West Ham,32 years old (09-02-1993),189cm,Germany,Forward,4.9,2.1,2.8,-,-,-,-,-,0.1,0.1,-,-,0.1,0.2,-,0.7,0.3,0.1,0.3,0.3,1,0.3,0.1,0.2,-,-,0.8,-,0.8,0.4,8.8,-,0.3,5.8,2.8,0.9,0.3,-,-,-,-,1,-,0.1,0.9,0.2,0.1,0.3,Niclas Füllkrug,3(9),461,3,1,2,-,1,65.1,2.1,-,6.49
281,Kristoffer Ajer,Brentford,27 years old (17-04-1998),198cm,Norway,"Defender (Centre, Left, Right), Defensive Midfielder (C)",2.6,1.5,1.1,-,-,-,-,-,-,-,0.2,0.1,0.7,0.2,-,2.3,0.4,0.4,0.7,0.3,0.6,-,-,-,-,0.6,0.4,0.1,0.3,0.1,27.4,1,1.3,20.3,4.8,0.8,0.6,-,-,-,-,0.4,-,0.1,0.4,1.2,0.6,1.8,Kristoffer Ajer,17(2),1373,-,-,4,-,0.4,77.5,1.5,-,6.48
282,Donyell Malen,Aston Villa,26 years old (19-01-1999),176cm,Netherlands,"Attacking Midfielder (Centre, Left, Right), Forward",0.6,0.1,0.4,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.8,0.3,1.1,0.4,0.1,0.3,0.1,0.2,-,-,0.2,-,0.2,0.2,5.9,0.1,-,4.6,1.2,0.7,0.7,-,-,-,-,1.1,0.3,0.1,0.7,0.7,0.3,1,Donyell Malen,2(7),257,3,-,-,-,1.1,79.2,0.1,-,6.48
283,Tyler Dibling,Southampton,19 years old (17-02-2006),178cm,England,"Attacking Midfielder (Right), Forward",1,0.3,0.7,-,-,-,-,-,-,-,0.2,-,0.5,0.2,-,0.5,2,1.5,3.6,1.6,1,0.1,-,-,-,0.3,0.7,-,0.6,-,18.4,0.4,0.4,15,2.6,1.4,1.9,-,-,-,-,1,0.4,-,0.5,1.2,0.4,1.6,Tyler Dibling,18(10),1669,2,-,6,-,1,83.9,0.3,1,6.48
284,Benoît Badiashile,Chelsea,24 years old (26-03-2001),194cm,France,Defender (Centre),2,1.6,0.4,-,-,-,-,-,-,-,0.4,-,-,-,-,2.4,0.2,-,0.2,0.4,1.2,-,-,-,-,1.2,-,-,-,-,60.6,2.6,1.8,52,4.2,0.2,-,-,-,-,-,-,-,-,-,1.8,0.2,2,Benoît Badiashile,3(2),334,-,-,-,-,-,90.1,1.6,-,6.48
285,Will Hughes,Crystal Palace,30 years old (17-04-1995),185cm,England,"Midfielder (Centre, Left, Right)",1.1,0.6,0.6,0.1,0.1,-,-,-,-,0.1,0.5,0.1,0.6,0.4,-,0.7,0.3,0.1,0.4,1,2.1,-,-,-,-,0.6,1.1,0.2,0.9,-,28.3,0.8,1.2,22.3,4,0.7,0.9,-,-,-,-,0.7,0.5,-,0.2,2.3,1.2,3.4,Will Hughes,20(7),1764,-,3,11,-,0.7,81.7,0.6,-,6.48
286,Alex Scott,Bournemouth,21 years old (21-08-2003),178cm,England,"Midfielder (Centre, Right)",0.7,0.3,0.4,-,-,-,-,-,-,-,0.1,0.3,0.7,0.1,-,0.4,1.2,0.3,1.5,1.5,0.5,-,-,-,-,0.6,0.6,0.1,0.5,-,16.9,0.7,0.3,13.8,2,1.3,0.5,-,-,-,-,0.8,0.3,-,0.5,1.6,1,2.6,Alex Scott,5(10),563,-,-,1,-,0.8,86.2,0.3,-,6.48
287,Bilal El Khannouss,Leicester,20 years old (10-05-2004),180cm,Morocco,Attacking Midfielder (Centre),1.3,0.7,0.6,-,-,-,-,-,-,0.1,0.1,-,0.5,0.1,-,0.2,0.6,1,1.6,0.3,0.9,0.1,-,-,-,0.2,1.1,0.3,0.8,-,29.3,1.5,0.9,22,5,1.2,1.1,-,-,-,-,0.8,0.5,-,0.3,1.6,0.3,1.9,Bilal El Khannouss,22(5),1758,2,2,4,-,0.8,80.1,0.7,1,6.48
288,Stephy Mavididi,Leicester,26 years old (31-05-1998),182cm,England,"Attacking Midfielder (Left, Right), Forward",0.8,0.3,0.5,-,-,-,-,-,-,-,0.1,0.1,0.8,0.1,-,0.4,2,1.2,3.1,0.6,0.6,0.1,0.1,0.1,-,0.4,0.7,0.1,0.7,0.1,17.2,0.2,0.3,14,2.7,1.3,1.2,-,-,-,-,0.9,0.3,0.1,0.5,1,0.9,2,Stephy Mavididi,15(14),1533,4,1,2,-,0.9,82.6,0.3,1,6.48
289,Tariq Lamptey,Brighton,24 years old (30-09-2000),163cm,Ghana,"Defender (Left, Right), Midfielder (Right)",1.1,0.1,1,0.1,-,-,-,-,0.1,0.2,0.4,0.2,0.5,-,-,1.5,1.4,0.7,2.1,0.8,0.9,0.2,-,0.1,0.1,0.5,0.4,0.2,0.2,-,22.9,0.5,1.2,19.8,1.5,0.7,0.3,-,-,-,-,0.5,0.2,-,0.2,1.1,1.2,2.2,Tariq Lamptey,9(4),766,2,2,-,-,0.5,88.6,0.1,-,6.47
290,Rico Lewis,Manchester City,20 years old (21-11-2004),169cm,England,"Defender (Left, Right), Midfielder (Centre)",0.7,0.2,0.5,-,-,-,-,-,0.1,0.1,0.3,0.2,0.8,0.1,-,1.5,0.5,0.3,0.8,1.3,0.4,-,-,-,-,0.5,0.3,-,0.3,-,43.8,0.8,0.8,39.4,2.8,0.7,0.7,-,-,-,-,0.4,0.1,-,0.2,1.1,0.3,1.4,Rico Lewis,20(6),1810,1,2,3,1,0.4,91.8,0.2,-,6.47
291,Matt O'Riley,Brighton,24 years old (21-11-2000),187cm,Denmark,"Midfielder (Centre, Right)",0.7,0.3,0.4,-,-,-,-,-,0.1,0.1,0.2,-,0.2,0.1,-,0.3,0.3,0.4,0.7,0.6,0.7,0.1,-,0.1,-,0.8,0.8,0.1,0.7,0.1,16.5,0.6,0.5,13.5,1.8,0.7,0.2,-,-,-,-,1.1,0.3,-,0.8,1,0.5,1.5,Matt O'Riley,7(8),612,1,1,1,-,1.1,85.8,0.3,-,6.47
292,Jakub Stolarczyk,Leicester,24 years old (19-12-2000),194cm,Poland,Goalkeeper,0.5,0.5,-,-,-,-,-,-,-,-,-,-,-,0.2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.5,8.7,11.8,13,-,0.2,-,2.8,0.2,1.5,1.2,-,-,-,-,0.3,0.2,0.5,Jakub Stolarczyk,6,540,-,-,1,-,-,64.7,0.5,-,6.47
293,Jaden Philogene,Ipswich,23 years old (08-02-2002),181cm,England,"Midfielder (Left, Right)",0.8,0.5,0.3,-,-,-,-,-,-,-,0.1,0.2,1,0.1,-,0.7,1.3,0.5,1.8,1,0.8,0.2,0.1,-,0.1,1,0.5,-,0.5,0.1,11.6,0.2,0.4,8.9,2.1,1.1,1,-,-,-,-,1.2,0.5,0.3,0.4,1.4,0.7,2.1,Jaden Philogene,5(5),475,2,-,1,-,1.2,78.4,0.5,1,6.47
294,Jesper Lindstrøm,Everton,25 years old (29-02-2000),182cm,Denmark,"Attacking Midfielder (Centre, Left, Right), Forward",0.7,0.2,0.5,-,-,-,-,-,-,-,0.1,0.1,0.5,0.1,-,0.6,1.4,0.3,1.7,0.4,0.6,-,-,-,-,0.5,0.8,0.1,0.6,-,13.9,0.4,0.5,10.6,2.5,1.2,1,-,-,-,-,1.1,0.6,-,0.5,1.8,1.4,3.2,Jesper Lindstrøm,15(10),1242,-,1,2,-,1.1,78.7,0.2,1,6.47
295,James Hill,Bournemouth,23 years old (10-01-2002),184cm,England,"Defender (Centre, Right)",2.7,1.5,1.2,-,-,-,-,-,0.1,0.1,-,-,0.5,0.1,-,3.1,0.1,0.1,0.2,0.5,0.7,-,-,-,-,0.9,0.3,-,0.3,-,20.5,0.7,2.9,14,2.9,0.2,-,-,-,-,-,0.6,0.1,-,0.5,1.5,0.8,2.3,James Hill,6(4),448,-,1,1,-,0.6,71.7,1.5,-,6.47
296,Luis Sinisterra,Bournemouth,25 years old (17-06-1999),172cm,Colombia,"Attacking Midfielder (Left, Right), Forward",0.8,0.3,0.6,0.1,-,-,-,-,-,0.1,-,0.1,0.3,-,-,0.6,1,0.7,1.7,0.2,0.3,0.1,0.1,-,-,0.1,0.8,-,0.8,0.1,7.1,0.3,-,5.7,1.2,0.5,0.3,-,-,-,-,1.1,0.3,0.3,0.5,0.6,0.3,0.9,Luis Sinisterra,1(11),230,1,1,-,-,1.1,83.5,0.3,-,6.47
297,Jack Grealish,Manchester City,29 years old (10-09-1995),180cm,England,"Midfielder (Centre, Left), Forward",0.4,0.1,0.4,-,-,-,-,-,0.1,0.1,0.1,0.1,0.5,0.2,-,0.2,0.8,0.7,1.5,1.3,0.3,0.1,-,0.1,-,0.1,1.3,0.1,1.2,-,21.6,0.5,0.1,19.2,1.8,0.5,0.8,-,-,-,-,0.8,0.2,-,0.6,0.5,0.2,0.6,Jack Grealish,7(12),715,1,1,3,-,0.8,91,0.1,-,6.46
298,Kyle Walker-Peters,Southampton,28 years old (13-04-1997),173cm,England,"Defender (Centre, Left, Right), Midfielder (Left, Right)",1,0.3,0.7,-,-,-,-,-,0.1,0.1,0.5,0.3,0.4,0.2,-,2.3,1.6,1,2.7,1.6,0.9,-,-,-,-,0.6,0.8,0.1,0.6,0.1,45.6,0.7,0.8,40.6,3.4,1,1.2,-,-,-,-,0.6,0.2,-,0.3,1.4,0.6,2,Kyle Walker-Peters,30,2652,-,2,5,-,0.6,90.8,0.3,-,6.46
299,Jacob Ramsey,Aston Villa,23 years old (28-05-2001),180cm,England,"Attacking Midfielder (Centre, Left, Right)",0.7,0.3,0.4,-,-,-,-,-,0.1,0.1,0.1,-,0.7,-,-,0.3,0.7,0.9,1.5,0.9,0.5,-,-,-,-,0.3,0.8,-,0.8,0.2,21.3,0.2,0.2,18.3,2.5,1.6,0.8,-,-,-,-,0.7,0.3,-,0.4,1.2,0.3,1.5,Jacob Ramsey,17(7),1417,1,3,1,-,0.7,87.1,0.3,-,6.46
300,Takehiro Tomiyasu,Arsenal,26 years old (05-11-1998),187cm,Japan,"Defender (Centre, Left, Right)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,1,3,-,-,-,-,-,-,-,1,-,1,-,-,-,-,Takehiro Tomiyasu,0(1),6,-,-,-,-,1,75,-,-,6.46
301,Malo Gusto,Chelsea,21 years old (19-05-2003),179cm,France,"Defender (Right), Midfielder (Right)",0.9,0.3,0.6,-,-,-,-,-,-,-,0.3,0.3,0.7,0.1,-,1.3,0.4,0.1,0.6,0.6,0.7,-,-,-,-,0.8,0.7,-,0.7,0.1,42.6,1.4,1.1,36.4,3.6,0.6,0.6,-,-,-,-,0.8,0.5,-,0.2,1.6,0.8,2.4,Malo Gusto,19(8),1775,-,1,4,-,0.8,88.9,0.3,-,6.46
302,Myles Lewis-Skelly,Arsenal,18 years old (26-09-2006),178cm,England,Defender (Left),0.7,0.4,0.4,-,-,-,-,-,-,-,-,0.1,0.1,0.1,0.1,0.8,0.7,0.7,1.4,1.9,0.5,0.1,-,0.1,-,0.4,0.3,-,0.3,-,25.9,0.3,0.3,24,1.4,0.5,0.5,-,-,-,-,0.1,-,-,0.1,1.2,-,1.2,Myles Lewis-Skelly,11(6),963,1,-,2,2,0.1,93.7,0.4,-,6.46
303,Jota Silva,Nottingham Forest,25 years old (01-08-1999),179cm,Portugal,"Attacking Midfielder (Centre, Left, Right), Forward",1.8,0.8,1,-,-,-,-,-,-,-,-,-,0.3,0.2,-,0.6,0.8,0.4,1.2,0.8,0.9,0.1,-,0.1,-,0.4,0.5,-,0.5,0.3,6.1,0.2,0.3,3.8,1.8,0.9,0.4,-,-,-,-,0.8,0.2,0.1,0.5,0.9,0.7,1.6,Jota Silva,5(22),817,3,1,5,-,0.8,66.5,0.8,-,6.45
304,Bart Verbruggen,Brighton,22 years old (18-08-2002),193cm,Netherlands,Goalkeeper,0.4,0.3,-,-,-,-,-,-,-,-,-,-,-,0.2,-,1.3,-,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,33.5,5.3,7.5,20.4,0.4,0.1,-,2.3,0.2,1.8,0.3,-,-,-,-,-,0.1,0.1,Bart Verbruggen,30,2700,-,1,6,-,-,76.5,0.3,1,6.45
305,Vítezslav Jaros,Liverpool,23 years old (23-07-2001),190cm,Czech Republic,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,4,2,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,Vítezslav Jaros,0(1),11,-,-,-,-,-,66.7,-,-,6.45
306,Stefan Ortega,Manchester City,32 years old (06-11-1992),185cm,Germany,Goalkeeper,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,0.1,-,1.2,-,-,-,0.2,0.1,-,-,-,-,-,-,-,-,-,31.6,5.1,5.2,20.6,0.7,-,-,2.6,0.2,1.8,0.6,-,-,-,-,-,0.1,0.1,Stefan Ortega,10(1),919,-,-,1,-,-,81.3,0.1,-,6.45
307,Ibrahim Sangaré,Nottingham Forest,27 years old (02-12-1997),191cm,Ivory Coast,Defensive Midfielder (C),1.5,0.6,0.9,-,-,-,-,-,0.1,0.1,-,-,0.6,0.3,-,0.5,0.1,-,0.1,0.6,1,-,-,-,-,0.3,0.4,0.1,0.3,-,18.6,0.5,0.6,14.1,3.4,0.5,0.1,-,-,-,-,0.1,0.1,-,-,2.3,0.8,3,Ibrahim Sangaré,3(5),276,-,1,2,-,0.1,78.5,0.6,-,6.45
308,Jordan Ayew,Leicester,33 years old (11-09-1991),182cm,Ghana,"Attacking Midfielder (Centre, Left, Right), Forward",3.6,1.4,2.2,-,-,-,-,-,-,-,-,-,0.6,0.2,-,0.6,1.3,0.8,2.1,1.7,1.1,0.2,-,0.1,-,0.5,0.5,-,0.4,0.2,15.4,0.2,0.7,11.8,2.7,2,1.2,-,-,-,-,1,0.3,0.1,0.7,1,0.5,1.5,Jordan Ayew,15(10),1314,4,-,5,-,1,77.9,1.4,-,6.44
309,Romain Esse,Crystal Palace,19 years old (13-05-2005),175cm,,Attacking Midfielder (Right),0.3,0.3,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,0.3,-,0.3,-,-,0.3,0.3,-,-,-,0.3,-,0.3,-,4.3,0.3,0.3,3.3,0.3,0.3,-,-,-,-,-,0.3,-,0.3,-,0.7,-,0.7,Romain Esse,0(3),22,1,-,-,-,0.3,84.6,0.3,-,6.44
310,Abdukodir Khusanov,Manchester City,21 years old (29-02-2004),186cm,Uzbekistan,Defender (Centre),1.8,1.2,0.7,-,-,-,-,-,-,-,0.7,0.2,0.2,0.2,-,4.7,0.3,-,0.3,0.5,0.5,-,-,-,-,0.5,0.3,0.2,0.2,-,65.2,0.8,2.8,58.7,2.8,0.3,0.2,-,-,-,-,0.2,0.2,-,-,0.8,0.2,1,Abdukodir Khusanov,6,504,-,-,1,-,0.2,91.3,1.2,-,6.44
311,Axel Disasi,Aston Villa,27 years old (11-03-1998),190cm,France,"Defender (Centre, Right)",1.2,0.8,0.3,-,-,-,-,-,-,-,0.2,0.2,0.5,0.2,-,1.7,-,0.2,0.2,-,0.3,0.2,0.2,-,-,0.3,0.3,-,0.3,-,46,1,0.5,41.2,3.3,0.2,0.5,-,-,-,-,0.3,0.2,0.2,-,1.2,0.8,2,Axel Disasi,4(2),365,1,-,1,-,0.3,91.7,0.8,-,6.44
313,Sergio Reguilón,Tottenham,28 years old (16-12-1996),178cm,Spain,"Defender (Left), Midfielder (Left)",2.3,1.7,0.7,-,-,-,-,-,-,-,-,0.3,1.3,0.7,-,0.7,0.7,0.7,1.3,1.7,0.7,-,-,-,-,0.7,0.3,-,0.3,-,27,0.3,1,19.3,6.3,0.3,0.3,-,-,-,-,0.3,-,0.3,-,1.3,0.3,1.7,Sergio Reguilón,0(3),121,-,-,2,-,0.3,72.8,1.7,-,6.43
314,Sam Johnstone,Wolves,32 years old (25-03-1993),193cm,England,Goalkeeper,0.6,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,-,-,-,-,-,-,-,-,-,-,0.1,0.1,-,-,35.6,8.9,12.4,13.4,0.9,-,-,3.3,0.9,1.4,1,-,-,-,-,-,0.1,0.1,Sam Johnstone,7,630,-,-,-,-,-,62.7,0.6,-,6.43
315,Pau Torres,Aston Villa,28 years old (16-01-1997),191cm,Spain,Defender (Centre),1.9,0.8,1.1,-,-,-,-,-,-,-,0.5,0.1,0.2,0.1,-,3,0.1,0.7,0.8,0.4,0.3,-,-,-,-,0.5,0.1,-,0.1,-,58.7,1.9,3.5,50,3.3,0.2,0.2,-,-,-,-,0.4,0.1,0.3,-,1.1,0.3,1.4,Pau Torres,19,1640,-,-,1,-,0.4,88.5,0.8,-,6.43
316,Christian Eriksen,Manchester United,33 years old (14-02-1992),182cm,Denmark,"Midfielder (Centre, Left, Right), Forward",0.4,0.1,0.3,-,-,0.1,-,-,-,0.1,0.2,-,0.3,0.2,-,0.3,0.2,-,0.2,0.1,0.4,-,-,-,-,0.4,1.2,0.3,0.8,-,29.4,1.4,1,24,3,0.4,0.2,-,-,-,-,0.3,0.3,-,0.1,0.8,0.6,1.4,Christian Eriksen,10(8),904,-,1,3,-,0.3,86.4,0.1,-,6.43
