,Player,Club,League,Age,Height_all,National,Positions,Main_position,Foot,Apps,Mins,Goals,Assists,Yel,Red,PS%,AerialsWon,MotM,Rating,Contract,Market_Value
237,Marco Bizot,Stade Brestois 29,Ligue1,34 years old (10-03-1991),"1,93m",Netherlands,Goalkeeper,Goalkeeper,right,29,2610.0,-,-,4,-,64.5,0.2,-,6.56,"Jun 30, 2026",€3.50m
238,Saïd Benrahma,Olympique Lyon,Ligue1,29 years old (10-08-1995),172cm,Algeria,"Attacking Midfielder (Centre, Left, Right)",,,9(4),737.0,1,3,-,-,79.3,-,-,6.56,,
239,Hans Hateboer,Stade Rennais FC,Ligue1,31 years old (09-01-1994),"1,87m",Netherlands,"Defender (Centre, Right), Midfielder (Right)",Right-Back,right,18(8),1681.0,-,-,3,-,87.9,1.6,-,6.56,"Jun 30, 2026",€3.00m
240,Randal Kolo Muani,Juventus FC,Ligue1,26 years old (05-12-1998),187cm,France,"Attacking Midfielder (Centre, Left, Right), Forward",,,2(8),351.0,2,1,-,-,73.1,0.9,-,6.55,,
241,Zakaria Aboukhlal,FC Toulouse,Ligue1,25 years old (18-02-2000),"1,79m",Morocco,"Attacking Midfielder (Centre, Left, Right), Forward",Right Winger,both,22(2),1859.0,7,2,4,-,68.8,1,1,6.55,"Jun 30, 2026",€12.00m
242,Lucas Hernández,Paris Saint-Germain,Ligue1,29 years old (14-02-1996),"1,84m",France,"Defender (Centre, Left)",Left-Back,left,8(6),740.0,-,-,2,-,91.9,0.7,-,6.55,"Jun 30, 2028",€30.00m
243,Mostafa Mohamed,FC Nantes,Ligue1,27 years old (28-11-1997),"1,85m",,Forward,Centre-Forward,right,10(18),1126.0,5,-,3,-,65.4,1.8,-,6.55,"Jun 30, 2027",€6.00m
244,Irvin Cardona,AS Saint-Étienne,Ligue1,27 years old (08-08-1997),"1,85m",France,"Attacking Midfielder (Left, Right), Forward",Centre-Forward,right,10(2),850.0,4,2,2,-,72.6,0.6,1,6.55,"Jun 30, 2025",€2.00m
245,Koka,Le Havre AC,Ligue1,32 years old (05-03-1993),191cm,Egypt,Forward,,,9(5),785.0,3,1,2,-,77.3,1.4,-,6.55,,
246,Nemanja Matic,Olympique Lyon,Ligue1,36 years old (01-08-1988),"1,94m",Serbia,Defensive Midfielder (C),Defensive Midfield,left,23(3),1868.0,-,1,1,-,87.5,0.5,-,6.55,"Jun 30, 2026",€2.50m
247,Akor Adams,Sevilla FC,Ligue1,25 years old (29-01-2000),190cm,Nigeria,Forward,,,13(2),1080.0,3,1,2,-,65.1,1.9,-,6.54,,
248,Moïse Bombito,OGC Nice,Ligue1,25 years old (30-03-2000),"1,90m",Canada,Defender (Centre),Centre-Back,right,22(2),1925.0,-,-,1,1,90.2,1.8,-,6.54,"Jun 30, 2028",€10.00m
249,Modibo Sagnan,Montpellier HSC,Ligue1,26 years old (14-04-1999),"1,87m",France,Defender (Centre),Centre-Back,left,24(2),2100.0,2,-,10,-,88.5,1.5,1,6.54,"Jun 30, 2028",€3.00m
250,Massadio Haïdara,Stade Brestois 29,Ligue1,32 years old (02-12-1992),"1,79m",Mali,"Defender (Centre, Left), Midfielder (Left)",Left-Back,left,18(1),1509.0,-,-,1,2,80.3,1.2,-,6.54,"Jun 30, 2025",€1.80m
251,Goduine Koyalipou,RC Lens,Ligue1,25 years old (15-02-2000),"1,84m",France,Forward,Centre-Forward,right,9(3),664.0,3,-,-,-,72.4,0.8,-,6.53,"Jun 30, 2028",€1.80m
252,Saël Kumbedi,Olympique Lyon,Ligue1,20 years old (26-03-2005),"1,75m",France,"Defender (Right), Midfielder (Right)",Right-Back,right,12(2),956.0,-,-,3,-,86.3,0.2,-,6.53,"Jun 30, 2027",€6.00m
253,Senny Mayulu,Paris Saint-Germain,Ligue1,18 years old (17-05-2006),"1,83m",France,Midfielder (Centre),Central Midfield,both,6(11),591.0,1,1,2,-,88.9,0.1,-,6.53,"Jun 30, 2027",€10.00m
254,Badredine Bouanani,OGC Nice,Ligue1,20 years old (08-12-2004),"1,77m",France,"Attacking Midfielder (Centre, Right)",Right Winger,left,8(15),858.0,2,3,2,-,83,0.1,-,6.53,"Jun 30, 2029",€5.00m
255,Ayyoub Bouaddi,LOSC Lille,Ligue1,17 years old (02-10-2007),"1,86m",France,Defensive Midfielder (C),Central Midfield,right,10(12),1045.0,-,1,2,-,89,0.4,1,6.53,"Jun 30, 2027",€30.00m
256,Amine Gouiri,Olympique Marseille,Ligue1,25 years old (16-02-2000),"1,81m",France,"Attacking Midfielder (Centre, Left, Right), Forward",Centre-Forward,right,11(8),1036.0,3,2,2,-,80.1,0.4,1,6.53,"Jun 30, 2029",€20.00m
257,Kazeem Olaigbe,Stade Rennais FC,Ligue1,22 years old (02-01-2003),"1,78m",Belgium,"Attacking Midfielder (Centre, Left, Right), Forward",Left Winger,right,2(6),210.0,-,1,-,-,90.6,-,-,6.53,"Jun 30, 2029",€4.00m
258,Mama Baldé,Stade Brestois 29,Ligue1,29 years old (06-11-1995),"1,76m",Guinea-Bissau,"Defender (Right), Midfielder (Centre, Left, Right), Forward",Centre-Forward,right,12(13),1132.0,2,3,3,-,73.7,1.4,1,6.53,"Jun 30, 2027",€4.50m
259,Mousa Al Ta'mari,Stade Rennais FC,Ligue1,27 years old (10-06-1997),"1,78m",Jordan,"Midfielder (Left, Right), Forward",Right Winger,left,6(3),483.0,1,-,1,-,85.2,0.2,-,6.53,"Jun 30, 2028",€6.00m
260,Abdallah Sima,Stade Brestois 29,Ligue1,23 years old (17-06-2001),"1,88m",Senegal,"Attacking Midfielder (Left, Right), Forward",Left Winger,right,14(10),1173.0,7,2,2,-,73.2,1.5,1,6.53,"Jun 30, 2025",€10.00m
261,Pablo Rosario,OGC Nice,Ligue1,28 years old (07-01-1997),"1,85m",Netherlands,"Defender (Centre, Right), Defensive Midfielder (C)",Defensive Midfield,right,19(8),1623.0,3,1,5,1,85.9,0.8,-,6.52,"Jun 30, 2026",€8.00m
262,Thiago Almada,Olympique Lyon,Ligue1,24 years old (26-04-2001),"1,71m",Argentina,"Attacking Midfielder (Centre, Left, Right), Forward",Attacking Midfield,right,6(7),691.0,1,4,2,-,91.9,0.1,-,6.52,"Jun 30, 2025",€25.00m
263,Louis Leroux,FC Nantes,Ligue1,19 years old (23-01-2006),"1,84m",,Midfielder (Centre),Attacking Midfield,left,6(7),608.0,1,1,1,-,82.4,0.3,-,6.52,"Jun 30, 2028",€2.00m
264,Emmanuel Biumla,Angers SCO,Ligue1,19 years old (08-05-2005),"1,85m",,Defender (Centre),Centre-Back,right,15(1),1318.0,1,-,2,-,88.9,1.1,-,6.52,"Jun 30, 2027",€4.00m
265,Anass Zaroury,RC Lens,Ligue1,24 years old (07-11-2000),"1,76m",Morocco,"Attacking Midfielder (Centre, Left), Forward",Attacking Midfield,right,15(10),1277.0,-,2,-,1,77.4,0.1,-,6.52,"Jun 30, 2028",€8.00m
266,Aïssa Mandi,LOSC Lille,Ligue1,33 years old (22-10-1991),"1,86m",Algeria,"Defender (Centre, Left, Right)",Centre-Back,right,18(4),1557.0,-,-,3,-,89.2,0.6,-,6.51,"Jun 30, 2026",€1.50m
267,Rabby Nzingoula,Montpellier HSC,Ligue1,19 years old (25-11-2005),"1,83m",,Defensive Midfielder (C),Defensive Midfield,right,18(7),1523.0,1,-,10,-,79.6,0.8,-,6.51,"Jun 30, 2025",€2.50m
268,Kelvin Amian,FC Nantes,Ligue1,27 years old (08-02-1998),"1,80m",France,"Defender (Centre, Left, Right), Midfielder (Right)",Right-Back,right,21(6),2004.0,1,-,5,-,81.6,0.6,-,6.51,"Jun 30, 2028",€2.50m
269,Nicolas Cozza,FC Nantes,Ligue1,26 years old (08-01-1999),"1,78m",France,"Defender (Centre, Left), Midfielder (Left)",Left-Back,left,23(3),2027.0,1,-,3,1,77.6,0.6,-,6.51,"Jun 30, 2025",€3.50m
270,Rémy Labeau Lascary,RC Lens,Ligue1,22 years old (03-03-2003),"1,84m",,Forward,Centre-Forward,right,6(8),635.0,2,1,5,-,78.9,0.4,1,6.51,"Jun 30, 2028",€2.50m
271,Maxence Caqueret,Como 1907,Ligue1,25 years old (15-02-2000),174cm,France,Midfielder (Centre),,,6(3),571.0,-,-,1,-,81.8,0.1,-,6.5,,
272,Tanner Tessmann,Olympique Lyon,Ligue1,23 years old (24-09-2001),"1,88m",USA,Defensive Midfielder (C),Defensive Midfield,right,11(11),1069.0,1,-,3,-,90.6,0.2,-,6.5,"Jun 30, 2029",€6.00m
273,Mickaël Nadé,AS Saint-Étienne,Ligue1,26 years old (04-03-1999),"1,93m",France,Defender (Centre),Centre-Back,left,22(1),2035.0,1,2,2,-,89.5,1.2,-,6.5,"Jun 30, 2028",€1.50m
274,Mahamadou Diawara,Le Havre AC,Ligue1,20 years old (17-02-2005),"1,87m",France,Midfielder (Centre),Central Midfield,left,6(6),562.0,-,1,-,-,85.1,0.2,-,6.5,"Jun 30, 2025",€2.50m
275,Aurélio Buta,Stade Reims,Ligue1,28 years old (10-02-1997),"1,72m",Portugal,"Defender (Right), Midfielder (Right)",Right-Back,right,22(3),1838.0,-,1,5,-,85.3,0.4,-,6.49,"Jun 30, 2025",€5.00m
276,Nikola Maksimovic,Montpellier HSC,Ligue1,33 years old (25-11-1991),"1,93m",Serbia,"Defender (Centre, Right), Midfielder (Right)",Centre-Back,right,7,583.0,-,-,2,-,93.2,1.1,-,6.49,-,€400k
277,Soumaïla Coulibaly,Stade Brestois 29,Ligue1,21 years old (14-10-2003),"1,91m",France,Defender (Centre),Centre-Back,left,5(2),438.0,-,-,1,-,88.6,1.1,-,6.49,"Jun 30, 2025",€9.00m
278,Jean-Kévin Duverne,Kortrijk,Ligue1,27 years old (12-07-1997),184cm,France,"Defender (Centre, Left, Right)",,,7(2),540.0,-,-,2,-,79.8,1,1,6.48,,
279,Enzo Tchato,Montpellier HSC,Ligue1,22 years old (23-11-2002),"1,82m",Cameroon,"Defender (Right), Midfielder (Right)",Right-Back,right,18(6),1765.0,-,-,3,-,80,0.8,-,6.48,"Jun 30, 2027",€2.50m
280,Andy Diouf,RC Lens,Ligue1,21 years old (17-05-2003),"1,87m",France,Midfielder (Centre),Central Midfield,left,24(7),1996.0,1,1,2,-,81.6,0.6,1,6.48,"Jun 30, 2028",€10.00m
281,Mahamadou Nagida,Stade Rennais FC,Ligue1,19 years old (28-06-2005),"1,76m",Cameroon,Midfielder (Left),Left-Back,left,4(9),431.0,2,-,1,-,86.3,0.4,-,6.47,"Jun 30, 2028",€1.00m
282,Yassine Kechta,Le Havre AC,Ligue1,23 years old (25-02-2002),"1,74m",Morocco,Midfielder (Centre),Central Midfield,left,22(6),1863.0,2,-,4,-,82.4,0.4,-,6.47,"Jun 30, 2026",€5.00m
283,Benjamin Lecomte,Montpellier HSC,Ligue1,34 years old (26-04-1991),"1,86m",France,Goalkeeper,Goalkeeper,left,28,2520.0,-,-,-,-,63.6,0.1,1,6.47,"Jun 30, 2027",€2.00m
284,M'Bala Nzola,RC Lens,Ligue1,28 years old (18-08-1996),"1,85m",Angola,Forward,Centre-Forward,left,16(5),1466.0,6,1,3,1,75.6,1.8,-,6.47,"Jun 30, 2025",€8.00m
285,Angelo Fulgini,RC Lens,Ligue1,28 years old (20-08-1996),"1,82m",France,"Attacking Midfielder (Centre, Left, Right), Forward",Attacking Midfield,right,11(12),1044.0,1,1,4,-,81.8,0.4,-,6.46,"Jun 30, 2027",€6.00m
286,Oumar Diakité,Stade Reims,Ligue1,21 years old (20-12-2003),"1,85m",Ivory Coast,Forward,Centre-Forward,right,20(4),1614.0,4,1,6,-,83.4,1,-,6.46,"Jun 30, 2028",€7.00m
287,Ismaël Koné,Stade Rennais FC,Ligue1,22 years old (16-06-2002),"1,88m",Canada,Midfielder (Centre),Central Midfield,right,2(8),296.0,1,1,-,-,86.1,0.2,-,6.46,"Jun 30, 2025",€10.00m
288,Jean-Charles Castelletto,FC Nantes,Ligue1,30 years old (26-01-1995),"1,86m",Cameroon,"Defender (Centre, Right)",Centre-Back,both,27,2353.0,-,-,5,1,89,1.9,1,6.46,"Jun 30, 2028",€3.50m
289,Lasso Coulibaly,AJ Auxerre,Ligue1,22 years old (19-10-2002),"1,76m",Ivory Coast,Midfielder,Right Winger,right,0(2),36.0,1,-,-,-,100,-,-,6.45,"Jun 30, 2028",€1.50m
290,Angel Gomes,LOSC Lille,Ligue1,24 years old (31-08-2000),"1,66m",England,"Midfielder (Centre, Left), Forward",Attacking Midfield,right,10(4),740.0,1,1,1,-,82.3,0.4,-,6.45,"Jun 30, 2025",€20.00m
291,Ümit Akdag,FC Toulouse,Ligue1,21 years old (06-10-2003),"1,92m",Turkey,Defender (Centre),Centre-Back,left,6(1),496.0,-,-,2,-,80,2.6,-,6.45,"Jun 30, 2025",€800k
292,André Gomes,LOSC Lille,Ligue1,31 years old (30-07-1993),"1,90m",Portugal,"Midfielder (Centre, Left, Right)",Central Midfield,right,16(4),1283.0,-,-,3,-,90.4,0.5,-,6.45,"Jun 30, 2026",€8.00m
293,Neal Maupay,Olympique Marseille,Ligue1,28 years old (14-08-1996),"1,71m",France,"Attacking Midfielder (Centre), Forward",Centre-Forward,right,13(8),1038.0,4,4,1,1,84,0.3,-,6.45,"Jun 30, 2025",€10.00m
294,Derek Cornelius,Olympique Marseille,Ligue1,27 years old (25-11-1997),"1,87m",Canada,Defender (Centre),Centre-Back,left,16(4),1334.0,-,-,5,2,93.7,1.6,-,6.45,"Jun 30, 2028",€5.00m
295,Rafik Messali,FC Toulouse,Ligue1,22 years old (28-04-2003),"1,77m",,Midfielder (Right),Right Midfield,right,5(6),419.0,-,1,-,-,74.7,0.5,-,6.44,"Jun 30, 2026",€800k
296,Loïc Nego,Le Havre AC,Ligue1,34 years old (15-01-1991),"1,81m",Hungary,"Defender (Right), Midfielder (Centre, Right)",Right-Back,right,25(3),2193.0,-,-,3,-,78,0.6,-,6.44,"Jun 30, 2025",€800k
297,Dennis Appiah,AS Saint-Étienne,Ligue1,32 years old (09-06-1992),"1,79m",France,"Defender (Centre, Left, Right), Midfielder (Right)",Right-Back,right,19(7),1856.0,-,1,2,-,76.3,0.8,-,6.44,"Jun 30, 2026",€900k
298,Arthur Desmas,Le Havre AC,Ligue1,31 years old (07-04-1994),"1,96m",France,Goalkeeper,Goalkeeper,right,18,1620.0,-,-,2,-,75.5,0.2,-,6.44,"Jun 30, 2025",€1.50m
299,Yoann Salmier,Clermont Foot,Ligue1,32 years old (21-11-1992),188cm,France,"Defender (Centre, Right)",,,9(4),798.0,-,-,3,-,81.3,1.5,-,6.43,,
300,Jordan Veretout,Olympique Lyon,Ligue1,32 years old (01-03-1993),"1,77m",France,Midfielder (Centre),Central Midfield,right,17(8),1390.0,2,-,3,-,85.5,0.4,-,6.43,"Jun 30, 2026",€5.00m
301,Estéban Lepaul,Angers SCO,Ligue1,25 years old (18-04-2000),"1,81m",France,Forward,Centre-Forward,right,15(10),1365.0,7,-,1,-,70.1,1.3,2,6.43,"Jun 30, 2027",€5.00m
302,Kiki Kouyaté,Montpellier HSC,Ligue1,28 years old (15-04-1997),"1,92m",Mali,Defender (Centre),Centre-Back,right,8(3),755.0,-,-,4,1,83.3,2.5,-,6.43,"Jun 30, 2026",€3.50m
303,Hamzat Ojediran,RC Lens,Ligue1,21 years old (14-11-2003),"1,79m",Nigeria,Midfielder,Defensive Midfield,right,1(15),381.0,1,-,5,-,81.3,0.6,-,6.43,"Jun 30, 2028",€2.00m
304,Mamadou Diakhon,Stade Reims,Ligue1,19 years old (22-09-2005),"1,80m",France,Forward,Left Winger,left,5(21),777.0,2,1,2,-,86.5,-,1,6.43,"Jun 30, 2026",€1.50m
305,Antoine Joujou,Le Havre AC,Ligue1,22 years old (12-03-2003),"1,89m",France,Attacking Midfielder (Left),Left Winger,right,9(15),931.0,-,2,1,-,69.3,0.2,-,6.42,"Jun 30, 2025",€2.50m
306,Elye Wahi,Eintracht Frankfurt,Ligue1,22 years old (02-01-2003),184cm,France,"Attacking Midfielder (Left), Forward",,,7(6),577.0,3,1,1,-,81.5,0.3,-,6.42,,
307,Dimitry Bertaud,Montpellier HSC,Ligue1,26 years old (06-06-1998),"1,80m",France,Goalkeeper,Goalkeeper,right,3,270.0,-,-,-,-,63.6,-,-,6.42,"Jun 30, 2025",€1.20m
308,Cédric Hountondji,Angers SCO,Ligue1,31 years old (19-01-1994),"1,94m",France,Defender (Centre),Centre-Back,right,3,270.0,-,-,-,-,85,1.7,-,6.42,"Jun 30, 2026",€1.50m
309,Antoine Mendy,OGC Nice,Ligue1,20 years old (27-05-2004),"1,87m",France,"Defender (Centre, Right)",Right-Back,right,5(10),615.0,-,-,1,-,81.4,0.8,-,6.42,"Jun 30, 2028",€3.00m
310,Hugo Magnetti,Stade Brestois 29,Ligue1,26 years old (30-05-1998),"1,80m",France,Defensive Midfielder (C),Central Midfield,right,25(4),2129.0,1,-,4,-,85.9,0.3,-,6.42,"Jun 30, 2027",€7.00m
311,Lucas Mincarelli,Montpellier HSC,Ligue1,21 years old (05-01-2004),"1,79m",,Defender (Left),Left-Back,left,5(2),446.0,1,-,-,-,82.6,0.7,-,6.42,"Jun 30, 2027",€900k
312,Jonathan Rowe,Olympique Marseille,Ligue1,22 years old (30-04-2003),"1,73m",England,"Attacking Midfielder (Centre, Left, Right)",Left Winger,right,4(21),661.0,3,2,2,-,87,0.3,1,6.42,"Jun 30, 2025",€12.00m
313,Marwann N'Zuzi,AS Saint-Étienne,Ligue1,20 years old (16-05-2004),175cm,France,Defender,,,2,127.0,-,-,2,-,85,1,-,6.42,,
314,Folarin Balogun,AS Monaco,Ligue1,23 years old (03-07-2001),"1,78m",USA,Forward,Centre-Forward,right,6(6),523.0,3,-,-,-,71.3,0.1,-,6.41,"Jun 30, 2028",€20.00m
315,Lilian Raolisoa,Angers SCO,Ligue1,24 years old (16-06-2000),"1,78m",France,Defender (Right),Right-Back,right,11(15),1075.0,-,2,-,2,76.5,0.5,-,6.41,"Jun 30, 2026",€700k
316,Malang Sarr,RC Lens,Ligue1,26 years old (23-01-1999),"1,83m",France,"Defender (Centre, Left)",Centre-Back,left,15(4),1381.0,-,-,-,-,89.5,1,-,6.41,"Jun 30, 2026",€5.00m
317,Daler Kuzyaev,Le Havre AC,Ligue1,32 years old (15-01-1993),"1,82m",Russia,"Defender (Right), Midfielder (Centre, Left, Right)",Central Midfield,right,6(6),564.0,1,-,1,-,82.3,0.6,-,6.4,"Jun 30, 2025",€5.00m
318,Rayan Raveloson,BSC Young Boys,Ligue1,28 years old (16-01-1997),182cm,Madagascar,"Defender (Centre, Right), Defensive Midfielder (C)",,,7(6),721.0,1,-,3,-,88.4,0.6,-,6.4,,
319,Louis Mouton,AS Saint-Étienne,Ligue1,22 years old (03-06-2002),"1,80m",France,Midfielder (Centre),Central Midfield,right,12(10),1015.0,-,1,2,-,82.6,0.2,-,6.4,"Jun 30, 2025",€800k
320,Timothée Pembélé,Le Havre AC,Ligue1,22 years old (09-09-2002),"1,83m",France,"Defender (Centre, Right), Midfielder (Right)",Right-Back,right,12(5),1036.0,1,-,2,-,84.5,0.5,-,6.4,"Jun 30, 2025",€2.50m
321,Yoram Zague,Paris Saint-Germain,Ligue1,18 years old (15-05-2006),"1,68m",,Defender,Right-Back,right,2(1),162.0,-,-,-,-,95.8,0.3,-,6.4,"Jun 30, 2028",€2.50m
322,Sorba Thomas,FC Nantes,Ligue1,26 years old (25-01-1999),"1,85m",Wales,"Defender (Right), Midfielder (Centre, Left, Right), Forward",Right Winger,right,13(10),1165.0,1,2,2,-,76.6,0.2,-,6.4,"Jun 30, 2025",€4.00m
323,Benjamin Bouchouari,AS Saint-Étienne,Ligue1,23 years old (13-11-2001),"1,65m",Netherlands,Midfielder (Centre),Central Midfield,right,20(4),1708.0,1,-,5,-,86.8,0.3,1,6.4,"Jun 30, 2026",€5.00m
324,Jaydee Canvot,FC Toulouse,Ligue1,18 years old (29-07-2006),"1,88m",,Defensive Midfielder (C),Centre-Back,right,9(6),836.0,-,-,2,-,86.1,0.8,-,6.39,"Jun 30, 2029",€2.50m
325,Zinedine Ferhat,Angers SCO,Ligue1,32 years old (01-03-1993),"1,80m",Algeria,"Midfielder (Left, Right)",Right Winger,right,7(16),822.0,2,-,1,-,75.5,0.7,-,6.39,"Jun 30, 2025",€1.20m
326,Jordan Amavi,Stade Brestois 29,Ligue1,31 years old (09-03-1994),"1,76m",France,"Defender (Left), Midfielder (Left)",Left-Back,left,8(3),794.0,-,-,2,-,73.7,1.5,-,6.39,"Jun 30, 2025",€2.00m
327,Abdoulaye Bamba,Angers SCO,Ligue1,35 years old (25-04-1990),"1,82m",Ivory Coast,"Defender (Centre, Left, Right), Midfielder (Right)",Centre-Back,right,16(3),1511.0,-,-,2,-,89.6,0.6,-,6.38,"Jun 30, 2025",€350k
328,Becir Omeragic,Montpellier HSC,Ligue1,23 years old (20-01-2002),"1,87m",Switzerland,"Defender (Centre), Defensive Midfielder (C)",Centre-Back,right,18(1),1533.0,-,-,1,-,92.5,0.8,-,6.38,"Jun 30, 2028",€5.00m
329,Augustine Boakye,AS Saint-Étienne,Ligue1,24 years old (03-11-2000),"1,78m",Ghana,Attacking Midfielder (Right),Attacking Midfield,left,8(9),735.0,3,-,5,-,76.6,0.3,-,6.38,"Jun 30, 2028",€3.00m
330,Florian Tardieu,AS Saint-Étienne,Ligue1,33 years old (22-04-1992),"1,81m",France,Defensive Midfielder (C),Central Midfield,right,10(11),981.0,-,3,-,-,86.6,0.7,-,6.38,"Jun 30, 2026",€700k
331,Glen Kamara,Al Shabab,Ligue1,29 years old (28-10-1995),181cm,Finland,Midfielder (Centre),,,8(5),662.0,-,1,-,-,90.7,0.2,-,6.38,,
332,Baptiste Santamaría,OGC Nice,Ligue1,30 years old (09-03-1995),"1,83m",France,Defensive Midfielder (C),Defensive Midfield,right,5(5),480.0,-,1,1,-,83.5,1.3,-,6.38,"Jun 30, 2025",€7.00m
333,Ado Onaiwu,AJ Auxerre,Ligue1,29 years old (08-11-1995),"1,80m",Japan,Forward,Centre-Forward,right,8(20),853.0,4,1,1,1,75.3,1.3,-,6.38,"Jun 30, 2026",€1.80m
334,Warren Kamanzi,FC Toulouse,Ligue1,24 years old (11-11-2000),"1,77m",Norway,"Defender (Right), Midfielder (Right)",Right-Back,right,8(13),787.0,-,1,3,-,82.8,0.2,-,6.38,"Jun 30, 2026",€2.00m
335,Abakar Sylla,RC Strasbourg Alsace,Ligue1,22 years old (25-12-2002),"1,88m",Ivory Coast,Defender (Centre),Centre-Back,left,10(9),936.0,1,-,2,1,89.2,1.1,-,6.38,"Jun 30, 2028",€12.00m
336,Marcus Coco,FC Nantes,Ligue1,28 years old (24-06-1996),"1,84m",France,"Defender (Right), Midfielder (Left, Right), Forward",Right-Back,right,10(9),952.0,-,1,3,2,83.2,0.9,1,6.37,"Jun 30, 2025",€1.50m
337,Théo Sainte-Luce,Montpellier HSC,Ligue1,26 years old (20-10-1998),"1,76m",France,Defender (Left),Left-Back,left,10(5),928.0,1,-,3,-,75.1,1.2,-,6.37,"Jun 30, 2027",€800k
338,Grégoire Coudert,Stade Brestois 29,Ligue1,26 years old (03-04-1999),"1,92m",France,Goalkeeper,Goalkeeper,left,2,180.0,-,-,-,-,77,-,-,6.37,"Jun 30, 2027",€400k
339,Dylan Batubinsika,AS Saint-Étienne,Ligue1,29 years old (15-02-1996),"1,85m",France,Defender (Centre),Centre-Back,right,22(2),1972.0,-,-,3,1,91.8,1.8,-,6.37,"Jun 30, 2026",€1.50m
340,André Ayew,Le Havre AC,Ligue1,35 years old (17-12-1989),"1,75m",Ghana,"Midfielder (Centre, Left, Right), Forward",Centre-Forward,left,13(11),1258.0,4,1,2,-,77.9,1.3,-,6.37,"Jun 30, 2025",€700k
341,Ibrahim Salah,Stade Brestois 29,Ligue1,23 years old (30-08-2001),"1,86m",,"Attacking Midfielder (Left), Forward",Left Winger,right,4(8),355.0,1,1,-,-,74.3,0.1,1,6.36,"Jun 30, 2025",€4.00m
342,Theo Bair,AJ Auxerre,Ligue1,25 years old (27-08-1999),"1,91m",,"Attacking Midfielder (Centre, Right), Forward",Centre-Forward,right,11(16),932.0,2,1,1,-,64,2,-,6.36,"Jun 30, 2028",€1.80m
343,Youssoufa Moukoko,OGC Nice,Ligue1,20 years old (20-11-2004),"1,79m",Germany,Forward,Centre-Forward,left,2(9),202.0,2,1,-,-,81.4,0.2,1,6.36,"Jun 30, 2025",€10.00m
344,Rassoul Ndiaye,Le Havre AC,Ligue1,23 years old (11-12-2001),"1,79m",France,Midfielder (Centre),Defensive Midfield,right,11(14),1054.0,1,-,2,-,78.5,0.6,-,6.36,"Jun 30, 2026",€2.50m
345,Han-Noah Massengo,AJ Auxerre,Ligue1,23 years old (07-07-2001),"1,78m",France,Midfielder (Centre),Central Midfield,right,8(6),782.0,-,-,5,-,84.8,0.4,-,6.36,"Jun 30, 2025",€5.00m
346,Plamedi Nsingi,FC Nantes,Ligue1,24 years old (17-12-2000),189cm,France,Forward,,,0(1),16.0,-,-,-,-,33.3,3,-,6.36,,
347,Pedro Chirivella,FC Nantes,Ligue1,27 years old (23-05-1997),"1,78m",Spain,Defensive Midfielder (C),Defensive Midfield,right,25(2),2108.0,-,2,6,-,85,0.3,-,6.36,"Jun 30, 2026",€5.00m
348,Issiaga Sylla,Montpellier HSC,Ligue1,31 years old (01-01-1994),"1,80m",Guinea,"Defender (Left, Right), Midfielder (Left)",Left-Back,left,15(4),1160.0,1,-,2,-,80.1,1.2,-,6.36,"Jun 30, 2025",€2.00m
349,Jordan Teze,AS Monaco,Ligue1,25 years old (30-09-1999),"1,83m",Netherlands,"Defender (Centre, Right)",Right-Back,right,5(8),385.0,1,-,2,1,84.3,0.5,1,6.36,"Jun 30, 2029",€12.00m
350,Nampalys Mendy,RC Lens,Ligue1,32 years old (23-06-1992),"1,68m",Senegal,Midfielder (Centre),Defensive Midfield,right,4(3),320.0,-,-,-,-,91.6,0.1,-,6.36,"Jun 30, 2025",€2.00m
351,Amar Dedic,Olympique Marseille,Ligue1,22 years old (18-08-2002),"1,80m",Bosnia-Herzegovina,"Defender (Right), Midfielder (Right)",Right-Back,right,2(7),286.0,-,1,-,-,85.4,0.7,-,6.35,-,€15.00m
352,Fodé Ballo-Touré,Le Havre AC,Ligue1,28 years old (03-01-1997),"1,82m",Senegal,"Defender (Left), Midfielder (Left)",Left-Back,left,6(1),390.0,-,-,-,-,90.7,0.6,-,6.35,"Jun 30, 2025",€1.50m
353,Guillaume Restes,FC Toulouse,Ligue1,20 years old (11-03-2005),"1,88m",France,Goalkeeper,Goalkeeper,left,26,2275.0,-,-,-,-,70.2,0.1,-,6.35,"Jun 30, 2028",€20.00m
354,Malcolm Jeng,Stade Reims,Ligue1,20 years old (09-03-2005),"1,90m",Sweden,Defender,Centre-Back,left,2(1),108.0,-,-,-,-,85.4,1.3,-,6.35,"Jun 30, 2029",€2.50m
355,Assane Dioussé,AJ Auxerre,Ligue1,27 years old (20-09-1997),"1,75m",Senegal,Defensive Midfielder (C),Defensive Midfield,left,6(8),562.0,-,-,1,-,92,0.1,-,6.34,"Jun 30, 2026",€800k
356,Hiroki Sekine,Stade Reims,Ligue1,22 years old (11-08-2002),"1,87m",Japan,Defender (Right),Right-Back,right,7(5),695.0,-,-,1,-,84.5,0.6,-,6.34,"Jun 30, 2029",€800k
357,Steve Mandanda,Stade Rennais FC,Ligue1,40 years old (28-03-1985),"1,87m",France,Goalkeeper,Goalkeeper,right,17,1486.0,-,-,-,-,66.4,0.1,-,6.34,"Jun 30, 2025",€700k
